Tweet,message,match,Polarity
897,ujjwalsarkate waglenikhil betwasharma Swamy39 He is a PhD in Economics from Harvard university He has several,None,Neutral
898,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
899,,None,Neutral
900,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
901,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
902,The REAL MR DEVELOPMENT OF THR MODERN NIGERIA,None,Neutral
903,Don t want to over generalize,None,Neutral
904,RT PinkNews Polish education minister says homophobic lecturer had every right to teach that being gay is incompatible with nature http,None,Neutral
905,If you have any information about sexual violence or how the university handles cases a,None,Neutral
906,Iqra University is now amongst the League of the Top QS Ranked International Universities of Asia IU has been rank,None,Neutral
907,RT eugenegu So ICE created a fake university lured foreign students to attend deported everyone but kept the tuition money This is af,fake,Negative
908,RT SamGyimah I m the child of a single mother an NHS nurse The year BorisJohnson wrote this appalling article I got into Oxford Unive,appalling,Negative
909,,None,Neutral
910,RT aerospira I am glad to announce I ll be attending You Matter University,glad,Positive
911,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
912,I want to raise awareness for everyone This is about the issue problem that many people are missing around PAS,issue problem,Negative
913,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
914,Po Fook Hill Cemetery cancels funeral of Chow Tsz lok 22 year old university stud,None,Neutral
915,I,None,Neutral
916,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
917,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
918,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
919,The air is,None,Neutral
920,docrocktex26 Also what s the problem with all colleges doing like for instance University of Pennsylvania all th,None,Neutral
921,RT AFP Hong Kongers face renewed calls to hit the streets after China and leader Carrie Lam refuse further political concessions despite,refuse concessions,Negative
922,,None,Neutral
923,RT AFP Hong Kongers face renewed calls to hit the streets after China and leader Carrie Lam refuse further political concessions despite,refuse concessions,Negative
924,RT erefitei You people should seriously advice amp guide your younger ones about cultism Especially those that are newly entering the univ,None,Neutral
925,CryptoBrak TigerFan312 scotthunter210 ClayTravis Missouri s overall record is 636 535 Arkansas is 683 490 Be,None,Neutral
926,Weather summary for November 29 at University of Miami,None,Neutral
927,Former Inspector General of Police would have built Nigeria Police University in Niger State Two military univ,None,Neutral
928,being in twitter university will help me become an elite parent fr,elite,Positive
929,RT WSJ Days into the standoff at Hong Kong s besieged campus police switched to a softer approach The wait them out policy saw proteste,softer,Positive
930,Trump Plaza Hotel amp,None,Neutral
931,Former actress Victoria Inyama celebrates as she bags a degree from University of East London Photos,None,Neutral
932,Nigeria Airforce Universi,None,Neutral
933,Healthy coral reefs are noisy places the crackle of sna,noisy,Negative
934,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
935,JessicaGKwong UNITEDWEDREAM stealthygeek peterdaou AbdulElSayed taradublinrocks RyanAFournier TrumpStudents,None,Neutral
936,RT BalakrishnanR Meanwhile at WhatsApp University,None,Neutral
937,RT MarchingKnights Seniors this one is for you Congratulations and thank you for all your hard work and dedication to this band and t,thank work,Positive
938,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
939,LLB 17 breaking grounds First of its ki,breaking,Negative
940,I want to see them all I want to retweet them all I want to read all th,None,Neutral
941,RT VoiceofNations3 The US Federal law enforcement agencies have arrested 90 foreign students mostly from India enrolled in a fake unive,fake,Negative
942,Tennessee basketball turnovers doom Vols in first loss of season vs Florida State,doom loss,Negative
943,,None,Neutral
944,A Kathniel Social Serye where Heather crowned as the new Ms Engineering of South East Universi,None,Neutral
945,I m at Kuwait University in Kuwait CIty Al Asimah,None,Neutral
946,Jamiet For Students,None,Neutral
947,He inspired the idea steadied me when I w,None,Neutral
948,RT BreitbartNews Didn t think we d remember,None,Neutral
949,Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
950,RT DrettiWitAOne DERTBLVCC University out now Available on all streaming platforms soon,None,Neutral
951,I went to go apply for the university like I still have money to spend in my account this month I hate it here Lmaoooo,None,Neutral
952,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
953,,None,Neutral
954,hasankhyber I have never seen a positive thinker student in JUI in my student life in university always found bias,None,Neutral
955,,None,Neutral
956,University of Texas at Austin,None,Neutral
957,What the hell kind of fuck,hell fuck,Negative
958,MANCHESTER N H Without explanation or reasoning th,None,Neutral
959,RT faraz lhr During Zia ul Haq era thousands of JI and Jamiat thugs got jobs in the education sector Jamiat single handedly brought dow,None,Neutral
960,What the hell kind of fuck,hell fuck,Negative
961,RT AIMelbourne1 A new study from the University of Melbourne tracks the neural patterns that allow us to change our minds Understanding,None,Neutral
962,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
963,RT vschanna How monumentally idiotic that Cambridge university invited Kashmiri Muslim Usman Khan convicted in a 2010 terror plot for a,idiotic terror plot,Negative
964,RT philanimokoena Hi I m Philani Mokoena a Wits BA hons Dramatic Arts graduand I need financial help to clear my R71 427 32 universit,clear,Positive
965,RT Showwdell 3 Blessed to receive a offer from Oklahoma University speeD CoachRoyM CoachGrinch,None,Neutral
966,Blessed to receive an offer from Southwestern University,None,Neutral
967,RT TkMelly Progressives decry fake ICE university turns out it was created under President Obama,decry fake,Negative
968,diannaeanderson You should read the article It was foreigners who were paying for a fake education instead of act,fake,Negative
969,RT philanimokoena Hi I m Philani Mokoena a Wits BA hons Dramatic Arts graduand I need financial help to clear my R71 427 32 universit,clear,Positive
970,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
971,MANCHESTER N H Without explanation or reasoning th,None,Neutral
972,RT SenKamalaHarris DHS created a fake university amp accepted immigrants on student visas When it was shut down DHS tried deporting some,fake,Negative
973,RT MarkelOmariJ Markel Johnson 29 University of New Haven Carew Highlights via YouTube cried while making this,None,Neutral
974,,None,Neutral
975,stevesingiser Beginning with Eisenhower every President has attended an Ivy League university or military academy,None,Neutral
976,RT DavidJones2019 Nope Newsweek is still going unlike Trump University Trump Foundation Trump Casino Trump Shuttle Trump steaks,None,Neutral
977,RT uduakobong udoh John Amanam a graduate of Fine and Industrial Arts from the University of Uyo The first Nigerian from Akwa Ibom stat,None,Neutral
978,RT Edwardian842 Our top ranked university is 375th on world ranking sorry to disappoint you my fellow country man but the glass is full,sorry disappoint,Negative
979,The terrorist was a guest of woke academics the attacker was attending a Cambridge University confer,None,Neutral
980,RT DVATW This is unbelievable The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu,unbelievable dead,Negative
981,Universit,None,Neutral
982,NYTObits John N Mitchell President Nixon s Attorney General who was jailed for his role in the Watergate scanda,None,Neutral
983,RT Thomas1774Paine Alyssa Milano Rips ICE For Sting Operation Using Fake University It Was Created Under The Obama Administration,None,Neutral
